10, 0.57613, 0.005
20, 0.06444, 0.005
30, 0.03914, 0.005
40, 0.02955, 0.005
50, 0.03035, 0.005
60, 0.03043, 0.005
70, 0.02352, 0.005
80, 0.02569, 0.005
90, 0.02547, 0.005
100, 0.02243, 0.005
110, 0.02250, 0.005
120, 0.02526, 0.005
130, 0.02267, 0.005
140, 0.02010, 0.005
150, 0.02344, 0.005
160, 0.02402, 0.005
170, 0.01980, 0.005
180, 0.02392, 0.005
190, 0.02103, 0.005
200, 0.02307, 0.005
210, 0.01825, 0.005
220, 0.01847, 0.005
230, 0.02018, 0.005
240, 0.02177, 0.005
250, 0.02361, 0.005
260, 0.02241, 0.005
270, 0.02041, 0.005
280, 0.02174, 0.005
290, 0.01961, 0.005
300, 0.01789, 0.005
310, 0.01942, 0.005
320, 0.01906, 0.005
330, 0.02017, 0.005
340, 0.01787, 0.005
350, 0.02000, 0.005
360, 0.01894, 0.005
370, 0.02029, 0.005
380, 0.01806, 0.005
390, 0.02037, 0.005
400, 0.01773, 0.005
410, 0.02083, 0.005
420, 0.02130, 0.005
430, 0.01882, 0.005
440, 0.01909, 0.005
450, 0.02001, 0.005
460, 0.02047, 0.005
470, 0.01689, 0.005
480, 0.02078, 0.005
490, 0.02196, 0.005
500, 0.01668, 0.005
510, 0.02077, 0.005
520, 0.01761, 0.005
530, 0.01852, 0.005
540, 0.01907, 0.005
550, 0.02029, 0.005
560, 0.01839, 0.005
570, 0.01773, 0.005
580, 0.01739, 0.005
590, 0.01665, 0.005
600, 0.02024, 0.005
610, 0.01633, 0.005
620, 0.01867, 0.005
630, 0.01724, 0.005
640, 0.01886, 0.005
650, 0.01653, 0.005
660, 0.01722, 0.005
670, 0.01487, 0.005
680, 0.01900, 0.005
690, 0.01762, 0.005
700, 0.01861, 0.005
710, 0.01726, 0.005
720, 0.01893, 0.005
730, 0.01726, 0.005
740, 0.01590, 0.005
750, 0.01898, 0.005
760, 0.01794, 0.005
770, 0.01778, 0.005
780, 0.01834, 0.005
790, 0.01482, 0.005
800, 0.01789, 0.005
810, 0.01559, 0.005
820, 0.01778, 0.005
830, 0.01696, 0.005
840, 0.01565, 0.005
850, 0.01613, 0.005
860, 0.01524, 0.005
870, 0.01775, 0.005
880, 0.01674, 0.005
890, 0.01483, 0.005
900, 0.01726, 0.005
910, 0.01681, 0.005
920, 0.01643, 0.005
930, 0.01801, 0.005
940, 0.02080, 0.005
950, 0.01568, 0.005
960, 0.01797, 0.005
970, 0.01437, 0.005
980, 0.01535, 0.005
990, 0.01853, 0.005
1000, 0.01777, 0.005
1010, 0.01342, 0.005
1020, 0.01637, 0.005
1030, 0.01544, 0.005
1040, 0.01587, 0.005
1050, 0.01436, 0.005
1060, 0.01446, 0.005
1070, 0.01383, 0.005
1080, 0.01678, 0.005
1090, 0.01561, 0.005
1100, 0.01632, 0.005
1110, 0.01357, 0.005
1120, 0.01512, 0.005
1130, 0.01514, 0.005
1140, 0.01421, 0.005
1150, 0.01616, 0.005
1160, 0.01523, 0.005
1170, 0.01330, 0.005
1180, 0.01415, 0.005
1190, 0.01485, 0.005
1200, 0.01540, 0.005
1210, 0.01393, 0.005
1220, 0.01627, 0.005
1230, 0.01496, 0.005
1240, 0.01318, 0.005
1250, 0.01380, 0.005
1260, 0.01556, 0.005
1270, 0.01437, 0.005
1280, 0.01393, 0.005
1290, 0.01400, 0.005
1300, 0.01552, 0.005
1310, 0.01468, 0.005
1320, 0.01182, 0.005
1330, 0.01318, 0.005
1340, 0.01497, 0.005
1350, 0.01322, 0.005
1360, 0.01289, 0.005
1370, 0.01338, 0.005
1380, 0.01168, 0.005
1390, 0.01158, 0.005
1400, 0.01253, 0.005
1410, 0.01489, 0.005
1420, 0.01595, 0.005
1430, 0.01248, 0.005
1440, 0.01423, 0.005
1450, 0.01259, 0.005
1460, 0.01372, 0.005
1470, 0.01668, 0.005
1480, 0.01207, 0.005
1490, 0.01656, 0.005
1500, 0.01296, 0.005
1510, 0.01244, 0.005
1520, 0.01290, 0.005
1530, 0.01233, 0.005
1540, 0.01379, 0.005
1550, 0.01468, 0.005
1560, 0.01408, 0.005
1570, 0.01264, 0.005
1580, 0.01349, 0.005
1590, 0.01410, 0.005
1600, 0.01564, 0.005
1610, 0.01309, 0.005
1620, 0.01242, 0.005
1630, 0.01187, 0.005
1640, 0.01456, 0.005
1650, 0.01439, 0.005
1660, 0.01436, 0.005
1670, 0.01626, 0.005
1680, 0.01274, 0.005
1690, 0.01391, 0.005
1700, 0.01221, 0.005
1710, 0.01365, 0.005
1720, 0.01385, 0.005
1730, 0.01294, 0.005
1740, 0.01315, 0.005
1750, 0.01209, 0.005
1760, 0.01397, 0.005
1770, 0.01178, 0.005
1780, 0.01368, 0.005
1790, 0.01275, 0.005
1800, 0.01120, 0.005
1810, 0.01371, 0.005
1820, 0.01251, 0.005
1830, 0.01294, 0.005
1840, 0.01170, 0.005
1850, 0.01440, 0.005
1860, 0.01257, 0.005
1870, 0.01288, 0.005
1880, 0.01369, 0.005
1890, 0.01145, 0.005
1900, 0.01294, 0.005
1910, 0.01162, 0.005
1920, 0.01470, 0.005
1930, 0.01329, 0.005
1940, 0.01310, 0.005
1950, 0.01357, 0.005
1960, 0.01268, 0.005
1970, 0.01109, 0.005
1980, 0.01144, 0.005
1990, 0.01393, 0.005
2000, 0.01478, 0.005
2010, 0.01057, 0.005
2020, 0.01138, 0.005
2030, 0.01079, 0.005
2040, 0.01421, 0.005
2050, 0.01397, 0.005
2060, 0.01332, 0.005
2070, 0.01110, 0.005
2080, 0.01130, 0.005
2090, 0.01133, 0.005
2100, 0.01066, 0.005
2110, 0.01143, 0.005
2120, 0.01103, 0.005
2130, 0.00989, 0.005
2140, 0.00921, 0.005
2150, 0.01250, 0.005
2160, 0.00975, 0.005
2170, 0.01339, 0.005
2180, 0.01308, 0.005
2190, 0.00958, 0.005
2200, 0.01070, 0.005
2210, 0.01373, 0.005
2220, 0.01046, 0.005
2230, 0.01176, 0.005
2240, 0.01206, 0.005
2250, 0.01250, 0.005
2260, 0.01086, 0.005
2270, 0.01019, 0.005
2280, 0.01103, 0.005
2290, 0.01119, 0.005
2300, 0.01270, 0.005
2310, 0.01017, 0.005
2320, 0.01041, 0.005
2330, 0.01077, 0.005
2340, 0.01160, 0.005
2350, 0.01060, 0.005
2360, 0.01080, 0.005
2370, 0.01136, 0.005
2380, 0.01013, 0.005
2390, 0.01035, 0.005
2400, 0.01060, 0.005
2410, 0.01132, 0.005
2420, 0.01165, 0.005
2430, 0.01138, 0.005
2440, 0.01211, 0.005
2450, 0.01087, 0.005
2460, 0.01003, 0.005
2470, 0.01070, 0.005
2480, 0.01189, 0.005
2490, 0.01282, 0.005
2500, 0.01036, 0.005
2510, 0.00955, 0.005
2520, 0.00992, 0.005
2530, 0.01012, 0.005
2540, 0.00988, 0.005
2550, 0.01212, 0.005
2560, 0.01082, 0.005
2570, 0.01127, 0.005
2580, 0.00930, 0.005
2590, 0.01145, 0.005
2600, 0.00863, 0.005
2610, 0.01057, 0.005
2620, 0.00951, 0.005
2630, 0.01149, 0.005
2640, 0.01077, 0.005
2650, 0.00961, 0.005
2660, 0.01039, 0.005
2670, 0.01115, 0.005
2680, 0.00876, 0.005
2690, 0.00839, 0.005
2700, 0.00919, 0.005
2710, 0.00950, 0.005
2720, 0.01021, 0.005
2730, 0.01080, 0.005
2740, 0.00951, 0.005
2750, 0.01072, 0.005
2760, 0.01261, 0.005
2770, 0.01095, 0.005
2780, 0.00861, 0.005
2790, 0.01218, 0.005
2800, 0.01139, 0.005
2810, 0.00974, 0.005
2820, 0.01092, 0.005
2830, 0.00974, 0.005
2840, 0.00995, 0.005
2850, 0.01001, 0.005
2860, 0.01071, 0.005
2870, 0.00884, 0.005
2880, 0.01137, 0.005
2890, 0.00997, 0.005
2900, 0.01023, 0.005
2910, 0.01160, 0.005
2920, 0.01057, 0.005
2930, 0.00960, 0.005
2940, 0.01269, 0.005
2950, 0.01177, 0.005
2960, 0.01030, 0.005
2970, 0.00969, 0.005
2980, 0.00951, 0.005
2990, 0.01072, 0.005
3000, 0.00926, 0.005
3010, 0.00793, 0.005
3020, 0.00948, 0.005
3030, 0.00925, 0.005
3040, 0.01004, 0.005
3050, 0.01294, 0.005
3060, 0.01046, 0.005
3070, 0.01263, 0.005
3080, 0.00937, 0.005
3090, 0.01042, 0.005
3100, 0.01101, 0.005
3110, 0.01011, 0.005
3120, 0.00831, 0.005
3130, 0.01033, 0.005
3140, 0.00965, 0.005
3150, 0.00888, 0.005
3160, 0.00857, 0.005
3170, 0.01009, 0.005
3180, 0.00911, 0.005
3190, 0.00866, 0.005
3200, 0.00983, 0.005
3210, 0.01028, 0.005
3220, 0.01093, 0.005
3230, 0.00817, 0.005
3240, 0.01162, 0.005
3250, 0.00918, 0.005
3260, 0.01009, 0.005
3270, 0.01049, 0.005
3280, 0.00928, 0.005
3290, 0.01038, 0.005
3300, 0.00924, 0.005
3310, 0.00943, 0.005
3320, 0.01078, 0.005
3330, 0.01045, 0.005
3340, 0.00902, 0.005
3350, 0.00840, 0.005
3360, 0.00886, 0.005
3370, 0.00873, 0.005
3380, 0.00920, 0.005
3390, 0.00850, 0.005
3400, 0.00942, 0.005
3410, 0.00952, 0.005
3420, 0.01083, 0.005
3430, 0.00834, 0.005
3440, 0.00966, 0.005
3450, 0.00966, 0.005
3460, 0.01015, 0.005
3470, 0.01060, 0.005
3480, 0.00942, 0.005
3490, 0.00953, 0.005
3500, 0.00862, 0.005
3510, 0.00954, 0.005
3520, 0.00857, 0.005
3530, 0.00924, 0.005
3540, 0.00928, 0.005
3550, 0.01021, 0.005
3560, 0.00782, 0.005
3570, 0.00980, 0.005
