scorer,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200,DLC_resnet50_InterPoseDec21shuffle1_6200
bodyparts,left_ankle,left_ankle,left_ankle,left_knee,left_knee,left_knee,left_femoral,left_femoral,left_femoral,right_femoral,right_femoral,right_femoral,right_knee,right_knee,right_knee,right_ankle,right_ankle,right_ankle,left_wrist,left_wrist,left_wrist,left_elbow,left_elbow,left_elbow,left_shoulder,left_shoulder,left_shoulder,left_chest,left_chest,left_chest,right_chest,right_chest,right_chest,right_shoulder,right_shoulder,right_shoulder,right_elbow,right_elbow,right_elbow,right_wrist,right_wrist,right_wrist,hip,hip,hip,abdominal,abdominal,abdominal,head,head,head
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
163,306.5130615234375,821.9694213867188,0.6213200092315674,305.2192687988281,726.4213256835938,0.5089635252952576,298.85595703125,636.9279174804688,0.8233892321586609,372.5104064941406,632.7554931640625,0.7348586320877075,366.8407287597656,726.9297485351562,0.725673496723175,366.7503356933594,814.0775146484375,0.5866950154304504,302.7465515136719,719.2321166992188,0.12594199180603027,256.00299072265625,332.6412353515625,0.21975117921829224,297.30908203125,410.8835754394531,0.2578628659248352,321.6307678222656,440.7845764160156,0.6644338369369507,364.2148742675781,438.206787109375,0.5888009071350098,351.75543212890625,311.4453125,0.2594716548919678,395.7789611816406,517.3568725585938,0.3405225872993469,392.5228271484375,553.5226440429688,0.16725867986679077,342.445068359375,590.9083251953125,0.4434688687324524,347.5794982910156,494.3425598144531,0.6096041202545166,330.86712646484375,344.5943908691406,0.12710195779800415
164,306.5343017578125,821.9694213867188,0.6059593558311462,304.584228515625,726.3855590820312,0.5108972787857056,298.85595703125,636.9279174804688,0.8336376547813416,372.0193786621094,632.2767333984375,0.7544198632240295,366.661376953125,725.90576171875,0.6772829294204712,367.0772705078125,814.0775146484375,0.5743926763534546,303.0176086425781,719.2321166992188,0.14699772000312805,256.00299072265625,332.6412353515625,0.1599830985069275,297.9504699707031,410.86090087890625,0.2507275938987732,321.6307678222656,440.8238220214844,0.6885513067245483,364.38909912109375,438.206787109375,0.5954719185829163,351.75543212890625,311.4800720214844,0.21015414595603943,395.5790100097656,517.7642822265625,0.3122605085372925,392.3163146972656,553.5226440429688,0.15912270545959473,342.28155517578125,590.9083251953125,0.451141357421875,347.5794982910156,494.3387451171875,0.6119992136955261,330.03179931640625,343.1058349609375,0.13332900404930115
165,306.5343017578125,822.1375122070312,0.5864580869674683,304.5618591308594,726.0729370117188,0.524200439453125,299.1678466796875,637.0252685546875,0.8170204162597656,371.8478088378906,632.2767333984375,0.7480302453041077,366.62103271484375,725.0913696289062,0.6751017570495605,367.0882568359375,814.0357666015625,0.5871304869651794,303.0176086425781,719.1658935546875,0.14176398515701294,256.31640625,332.6412353515625,0.1460508108139038,298.7087707519531,410.86090087890625,0.1706666648387909,321.4839782714844,440.8238220214844,0.6569650769233704,364.2137451171875,438.1155090332031,0.5830782055854797,351.8302001953125,312.29010009765625,0.20060506463050842,394.75115966796875,517.9196166992188,0.3168585002422333,392.0658264160156,553.5231323242188,0.13264250755310059,342.28155517578125,590.9083251953125,0.4639042317867279,347.5364074707031,493.9842224121094,0.6076933145523071,329.5267333984375,342.51934814453125,0.12116098403930664
166,306.447509765625,822.2090454101562,0.6336363554000854,304.4069519042969,725.6488647460938,0.5265817046165466,299.1936950683594,637.0252685546875,0.8239121437072754,371.75677490234375,632.2767333984375,0.7258731126785278,366.62103271484375,724.5879516601562,0.6503313779830933,367.12994384765625,814.0357666015625,0.5903565883636475,303.0176086425781,719.1658935546875,0.14927124977111816,257.2219543457031,332.2208557128906,0.11945980787277222,299.4192199707031,410.8835754394531,0.15725204348564148,321.48040771484375,441.649169921875,0.6577559113502502,364.2137451171875,437.814208984375,0.5938261151313782,352.27862548828125,312.29010009765625,0.16941067576408386,394.0042419433594,517.9196166992188,0.30948036909103394,391.54559326171875,553.83984375,0.15540874004364014,341.7428283691406,590.7568969726562,0.4349033236503601,347.314697265625,493.9842224121094,0.6477040648460388,327.37335205078125,336.8439636230469,0.14864608645439148
167,306.490234375,822.2090454101562,0.6392266750335693,304.4069519042969,725.2169189453125,0.5218024849891663,299.5809631347656,636.9279174804688,0.8522541522979736,371.31561279296875,632.2767333984375,0.7211686372756958,366.62103271484375,724.3009033203125,0.6477161645889282,367.12994384765625,814.093505859375,0.6179662942886353,303.101806640625,718.8995971679688,0.1495990753173828,257.7088928222656,331.692138671875,0.115323007106781,299.4192199707031,410.9483947753906,0.1605754792690277,321.34478759765625,441.649169921875,0.7026338577270508,364.2137451171875,437.61004638671875,0.6801032423973083,352.7152099609375,312.29010009765625,0.18965208530426025,393.7305908203125,517.9196166992188,0.3027647137641907,391.521240234375,554.0518188476562,0.11856743693351746,340.0523986816406,590.4984130859375,0.4520256221294403,347.08355712890625,494.3425598144531,0.6461038589477539,327.1861877441406,334.99493408203125,0.16217198967933655
168,306.490234375,822.1375122070312,0.6586501598358154,304.1348876953125,724.6585083007812,0.5536496043205261,299.82373046875,636.3724975585938,0.829268753528595,371.169921875,632.2767333984375,0.6991086006164551,366.8212890625,724.1177368164062,0.6335811614990234,367.12994384765625,814.093505859375,0.5401989221572876,303.3121032714844,718.636962890625,0.14870378375053406,258.4593505859375,331.5764465332031,0.09820079803466797,299.4192199707031,410.9483947753906,0.18386727571487427,321.2335510253906,441.649169921875,0.7288302779197693,364.1428527832031,436.953857421875,0.6374347805976868,352.7232971191406,311.32354736328125,0.14833110570907593,393.4743957519531,517.864501953125,0.3120005428791046,391.521240234375,554.0518188476562,0.11737290024757385,339.2008361816406,590.0753173828125,0.44212451577186584,346.9704284667969,494.41082763671875,0.6783584356307983,326.69891357421875,334.5146484375,0.153568834066391
169,306.490234375,821.8241577148438,0.6642245054244995,304.08648681640625,724.3109130859375,0.5318174958229065,300.1378479003906,635.8345336914062,0.8000931739807129,370.96429443359375,632.2926635742188,0.699716329574585,366.8212890625,724.114990234375,0.6389685869216919,367.12994384765625,814.093505859375,0.569778561592102,303.3121032714844,718.3333740234375,0.16989338397979736,258.6965637207031,331.692138671875,0.09705299139022827,299.4192199707031,410.9483947753906,0.17940038442611694,321.2335510253906,441.3690490722656,0.7245156764984131,364.1428527832031,436.7434997558594,0.661750316619873,352.7584228515625,310.4923400878906,0.14791950583457947,393.1689758300781,517.451904296875,0.3065508008003235,391.4326477050781,554.1561279296875,0.12066611647605896,339.2008361816406,589.887939453125,0.46708109974861145,346.3913269042969,494.41082763671875,0.6936149597167969,327.1861877441406,334.9481201171875,0.17318964004516602
170,307.4053039550781,821.6376953125,0.6803315877914429,303.7610168457031,724.1983032226562,0.5309532880783081,300.5812072753906,635.5590209960938,0.7837883830070496,370.4504089355469,632.4058227539062,0.6972290277481079,366.86053466796875,724.0291748046875,0.5963281393051147,366.9583435058594,814.093505859375,0.5579824447631836,303.38525390625,718.3082275390625,0.15808841586112976,258.6965637207031,331.692138671875,0.10337880253791809,299.5475158691406,409.9532775878906,0.21687108278274536,321.0683898925781,441.2784729003906,0.6984384655952454,364.4468078613281,436.7434997558594,0.6924285292625427,352.7584228515625,310.30535888671875,0.13595634698867798,392.9493103027344,516.4458618164062,0.3031129837036133,391.521240234375,554.1561279296875,0.15234610438346863,339.2008361816406,589.4710693359375,0.4526381492614746,346.3647155761719,494.4112854003906,0.6999498009681702,327.1861877441406,334.9481201171875,0.1910424530506134
171,307.5408630371094,821.42919921875,0.6868250966072083,303.7610168457031,724.1215209960938,0.5721427798271179,300.6073303222656,634.8888549804688,0.7709472179412842,370.4504089355469,632.4058227539062,0.6854019165039062,366.92950439453125,723.9639282226562,0.632880449295044,366.9250793457031,814.0440063476562,0.5557104349136353,303.5035400390625,718.2445068359375,0.14927002787590027,259.2412414550781,331.77685546875,0.09719952940940857,299.5475158691406,409.381103515625,0.2166557013988495,321.0683898925781,441.1919250488281,0.7178593873977661,364.4468078613281,436.65582275390625,0.6865729689598083,353.37335205078125,310.2635192871094,0.14837494492530823,390.94677734375,507.3330383300781,0.2953617572784424,391.521240234375,554.3341674804688,0.11794117093086243,339.45086669921875,589.3814086914062,0.4155016541481018,345.7425231933594,494.4112854003906,0.7264980673789978,328.22930908203125,334.5146484375,0.18866747617721558
172,307.5408630371094,821.3035278320312,0.697717010974884,303.33245849609375,724.0134887695312,0.5742823481559753,300.617431640625,634.6304931640625,0.7496299743652344,370.4504089355469,632.0640258789062,0.6760512590408325,366.92950439453125,723.7816162109375,0.6217280030250549,366.9583435058594,813.2369995117188,0.5954979658126831,303.5035400390625,718.3082275390625,0.14693090319633484,259.2412414550781,334.4063415527344,0.09599912166595459,299.5475158691406,409.381103515625,0.24521991610527039,321.0683898925781,441.1919250488281,0.7325823307037354,364.4468078613281,436.4248352050781,0.7093843221664429,353.48846435546875,309.98529052734375,0.1490667760372162,390.5950927734375,507.3330383300781,0.33133965730667114,391.5047302246094,554.3341674804688,0.11599668860435486,339.5376281738281,588.6309814453125,0.4035128355026245,345.052734375,494.80450439453125,0.7583000659942627,328.22930908203125,334.42559814453125,0.1768275499343872
173,307.4053039550781,821.2027587890625,0.6977726221084595,303.7610168457031,723.4756469726562,0.568548321723938,301.30023193359375,634.3517456054688,0.7714306116104126,371.03790283203125,632.0640258789062,0.6711941361427307,366.65142822265625,723.6686401367188,0.641446590423584,367.1859436035156,813.2315673828125,0.5631567239761353,303.5221252441406,718.2445068359375,0.16262772679328918,259.2412414550781,335.9588623046875,0.10904848575592041,299.44854736328125,409.9532775878906,0.22646889090538025,321.0017395019531,441.0035705566406,0.7388102412223816,364.4468078613281,436.4248352050781,0.7301331162452698,353.48846435546875,309.9784851074219,0.15115761756896973,389.85479736328125,507.3330383300781,0.34462589025497437,391.22674560546875,554.7081909179688,0.11794009804725647,339.5376281738281,588.4703979492188,0.3820808529853821,345.02276611328125,495.84857177734375,0.7311630845069885,328.22930908203125,333.9502258300781,0.17910107970237732
174,307.3786315917969,820.32763671875,0.7150180339813232,303.61859130859375,723.3786010742188,0.5879745483398438,301.7760009765625,633.9017333984375,0.7757567167282104,371.4226379394531,631.9105224609375,0.7205308675765991,366.4388427734375,723.4761962890625,0.6542677879333496,366.9250793457031,813.2030029296875,0.5949440598487854,303.5221252441406,718.01953125,0.15408289432525635,258.7330627441406,335.96630859375,0.10422208905220032,299.44854736328125,410.4397277832031,0.225874125957489,320.9263610839844,440.94189453125,0.7361574172973633,364.1119689941406,436.2247619628906,0.7318652868270874,353.48846435546875,309.9784851074219,0.13907495141029358,389.2402648925781,506.9073791503906,0.36388152837753296,391.22674560546875,554.9236450195312,0.1168099045753479,339.5376281738281,588.4703979492188,0.40797704458236694,344.2770080566406,495.84857177734375,0.7454284429550171,327.7321472167969,333.7264709472656,0.15697723627090454
175,307.2651062011719,820.32763671875,0.7461621761322021,303.8618469238281,723.1038208007812,0.5551410913467407,302.1874084472656,633.5325927734375,0.7618891000747681,371.49761962890625,631.4536743164062,0.7553619146347046,366.4388427734375,723.1973876953125,0.7016154527664185,366.9250793457031,813.1622314453125,0.541286289691925,303.3454895019531,717.85400390625,0.1618131697177887,258.7330627441406,336.3530578613281,0.10409146547317505,299.44854736328125,410.4639892578125,0.22137168049812317,320.7079162597656,440.7839050292969,0.7485863566398621,364.0830078125,436.2084655761719,0.7463005781173706,353.27716064453125,309.5659484863281,0.12362676858901978,388.890380859375,506.7813720703125,0.3489297032356262,391.22674560546875,554.9236450195312,0.10442745685577393,339.5376281738281,588.4703979492188,0.3907473683357239,344.25701904296875,495.84857177734375,0.755041778087616,326.5879211425781,333.7264709472656,0.23061257600784302
176,307.19439697265625,820.32763671875,0.728958249092102,303.8941955566406,723.1038208007812,0.5671488046646118,302.2880859375,633.3981323242188,0.7300490736961365,371.5589294433594,630.71875,0.7112658619880676,366.424072265625,723.1973876953125,0.6798017024993896,366.5184326171875,812.6122436523438,0.5168194770812988,303.3454895019531,717.85400390625,0.1707344353199005,258.7330627441406,336.35552978515625,0.09955459833145142,299.4562683105469,411.0975341796875,0.2048620581626892,320.57745361328125,440.2846984863281,0.7682991623878479,362.190185546875,436.1938171386719,0.8046042919158936,352.7341613769531,309.5659484863281,0.13614043593406677,388.890380859375,506.594970703125,0.3574042022228241,391.22674560546875,555.8861083984375,0.07268932461738586,338.51861572265625,588.4703979492188,0.38957852125167847,344.0672912597656,495.4672546386719,0.7972345352172852,326.5879211425781,333.90716552734375,0.2208593189716339
177,307.0120849609375,820.3330078125,0.7129390239715576,303.98126220703125,722.92724609375,0.5670623779296875,302.39068603515625,631.9357299804688,0.7271710634231567,372.5082092285156,630.6913452148438,0.7341650128364563,366.4388427734375,723.6686401367188,0.7106136083602905,366.3448791503906,812.5484619140625,0.5167498588562012,303.36895751953125,717.85400390625,0.17454108595848083,299.6217956542969,624.35205078125,0.0966920554637909,299.8479919433594,411.0975341796875,0.21002259850502014,320.57745361328125,439.89495849609375,0.748213529586792,361.6395568847656,435.9955749511719,0.7881430387496948,352.7341613769531,309.6748962402344,0.12752142548561096,388.852294921875,505.777587890625,0.3655810058116913,381.549072265625,637.891845703125,0.07688894867897034,338.51861572265625,587.7837524414062,0.37621966004371643,344.0672912597656,495.18951416015625,0.7603439688682556,326.8961181640625,333.9502258300781,0.3026190400123596
178,307.0120849609375,820.3330078125,0.7019908428192139,304.8431396484375,722.92724609375,0.530099630355835,302.91375732421875,631.9357299804688,0.765275776386261,372.62908935546875,629.8670654296875,0.7335970997810364,366.4422607421875,723.0704345703125,0.7228003144264221,366.3448791503906,812.5484619140625,0.5697581768035889,303.36895751953125,718.2860717773438,0.14485743641853333,300.15380859375,624.7550659179688,0.09374681115150452,299.94073486328125,411.3570251464844,0.1856963038444519,320.57745361328125,439.44415283203125,0.7383151054382324,361.6395568847656,435.8411560058594,0.7667964100837708,352.7341613769531,309.95147705078125,0.11859285831451416,389.0211181640625,505.777587890625,0.3533148765563965,381.5055847167969,637.9591064453125,0.09801894426345825,340.07763671875,587.7837524414062,0.3744972348213196,344.0672912597656,495.04144287109375,0.7578405141830444,326.59136962890625,335.9071350097656,0.2733337879180908
179,307.0120849609375,820.3330078125,0.7077610492706299,305.57586669921875,722.8089599609375,0.5278081297874451,303.15545654296875,631.9357299804688,0.7998182773590088,372.6524353027344,629.7316284179688,0.7424179315567017,366.558837890625,723.0704345703125,0.7539033889770508,366.5184326171875,812.493896484375,0.5697586536407471,303.7903747558594,718.3896484375,0.14577478170394897,300.5824279785156,625.1294555664062,0.10617208480834961,300.095458984375,411.19647216796875,0.17230477929115295,320.5430603027344,439.2603759765625,0.709956705570221,361.5226135253906,435.28094482421875,0.7782019376754761,352.75006103515625,309.95147705078125,0.12647730112075806,389.0211181640625,505.6120300292969,0.4082551896572113,381.5055847167969,637.9591064453125,0.11226007342338562,340.1711730957031,587.6649780273438,0.3755902647972107,344.43182373046875,495.18951416015625,0.7659553289413452,326.59136962890625,336.3388366699219,0.25540900230407715
180,307.49530029296875,819.9556274414062,0.7436373829841614,305.81646728515625,722.8089599609375,0.5948939323425293,303.6143798828125,632.3521118164062,0.8192284107208252,373.43914794921875,629.0385131835938,0.7079768776893616,367.3392639160156,722.4024047851562,0.6989890933036804,366.9294738769531,812.493896484375,0.5791923999786377,304.84539794921875,718.3896484375,0.1309240162372589,300.5824279785156,625.1294555664062,0.10875993967056274,300.34429931640625,411.19647216796875,0.1493379771709442,320.5430603027344,439.2186584472656,0.7141676545143127,361.5226135253906,435.2261047363281,0.8058656454086304,353.6929016113281,310.11126708984375,0.11807206273078918,389.3755798339844,505.6120300292969,0.4158538579940796,374.39178466796875,729.1185302734375,0.12052807211875916,341.6531982421875,578.3868408203125,0.38381409645080566,344.4798583984375,495.1380310058594,0.7410989999771118,326.59136962890625,336.3388366699219,0.2522221803665161
181,307.49530029296875,819.9556274414062,0.7277758121490479,306.4058532714844,722.7115478515625,0.5970680713653564,303.7697448730469,632.3521118164062,0.8037527203559875,373.59539794921875,628.6842651367188,0.7008143663406372,367.36773681640625,722.1339721679688,0.6880154609680176,367.08856201171875,812.493896484375,0.595280110836029,304.84539794921875,718.3896484375,0.11962658166885376,301.12139892578125,625.1294555664062,0.10820445418357849,300.78314208984375,411.2096252441406,0.16231435537338257,320.5430603027344,439.2186584472656,0.7270041704177856,361.9372863769531,434.4354248046875,0.7856842279434204,354.44012451171875,310.263427734375,0.10769060254096985,389.8848876953125,506.3320007324219,0.44140878319740295,374.39178466796875,729.1185302734375,0.09579631686210632,343.11798095703125,578.3868408203125,0.37528112530708313,344.75579833984375,495.18951416015625,0.7451292872428894,322.91278076171875,336.641357421875,0.26492810249328613
182,307.49530029296875,819.9556274414062,0.7257894277572632,306.56622314453125,722.6602783203125,0.5481876730918884,303.7697448730469,632.3521118164062,0.7781709432601929,375.4767761230469,628.5180053710938,0.6667584180831909,367.4919128417969,722.063720703125,0.6695162057876587,367.4229736328125,812.8058471679688,0.5976883769035339,304.84539794921875,718.1107177734375,0.11724790930747986,301.12139892578125,624.7550659179688,0.09798842668533325,300.78314208984375,411.3570251464844,0.13694092631340027,319.5389099121094,439.2186584472656,0.6967072486877441,362.0250549316406,434.4354248046875,0.7710404396057129,354.9333190917969,310.263427734375,0.12040475010871887,391.3797607421875,506.791748046875,0.4266150891780853,374.39178466796875,729.1185302734375,0.10106351971626282,343.17889404296875,578.3868408203125,0.3841589093208313,345.2871398925781,495.6163024902344,0.7168717384338379,322.91278076171875,336.3388366699219,0.22602054476737976
183,307.141357421875,819.856201171875,0.7246946096420288,307.46588134765625,722.6602783203125,0.5164158940315247,303.6143798828125,630.8181762695312,0.7969462871551514,376.3706970214844,628.2979736328125,0.6357049942016602,369.2551574707031,722.0564575195312,0.7063115239143372,367.5451354980469,812.6845703125,0.6160874962806702,304.84539794921875,717.484375,0.10857534408569336,301.058837890625,625.1294555664062,0.10754629969596863,301.82470703125,411.4942321777344,0.13822892308235168,319.3486633300781,439.2588195800781,0.6885035634040833,362.3062438964844,434.2966613769531,0.8096327781677246,355.6690979003906,310.1842041015625,0.1576400101184845,392.7171936035156,507.0196533203125,0.42230939865112305,375.00909423828125,728.7738037109375,0.1050024926662445,345.6040954589844,578.3868408203125,0.3648480772972107,345.8927001953125,495.6163024902344,0.6949100494384766,322.91278076171875,336.3388366699219,0.19682317972183228
184,307.0829162597656,819.856201171875,0.6960470676422119,307.7694396972656,721.3237915039062,0.5142561197280884,300.829833984375,630.75048828125,0.7879785299301147,378.12762451171875,627.7093505859375,0.5829445719718933,370.76947021484375,720.5579833984375,0.6323271989822388,368.3180236816406,812.6845703125,0.6447278261184692,304.84539794921875,716.63671875,0.1119137704372406,299.9917907714844,624.5781860351562,0.0952514111995697,301.82470703125,412.0986328125,0.14600485563278198,318.6897888183594,440.72637939453125,0.6775296926498413,362.56829833984375,434.2966613769531,0.7477608919143677,355.7738037109375,310.5720520019531,0.1697034239768982,393.482666015625,507.19171142578125,0.32131263613700867,384.60833740234375,637.0180053710938,0.08488476276397705,348.70782470703125,572.4390258789062,0.42224255204200745,346.3070983886719,495.1380310058594,0.6674538850784302,322.88739013671875,336.27685546875,0.14781856536865234
185,307.0205383300781,819.8118896484375,0.689106285572052,307.7694396972656,721.120361328125,0.5269959568977356,300.829833984375,630.75048828125,0.7620144486427307,378.9621887207031,627.1939086914062,0.5585780143737793,371.7732849121094,718.8336181640625,0.6267229914665222,368.6817626953125,812.6845703125,0.6317556500434875,308.4546203613281,716.4765014648438,0.11458304524421692,299.9917907714844,624.351318359375,0.09670189023017883,303.79632568359375,412.2069396972656,0.17597591876983643,318.6897888183594,440.72637939453125,0.6563748121261597,362.57354736328125,434.5520935058594,0.6952474117279053,355.7738037109375,310.1842041015625,0.1508561372756958,394.22662353515625,519.2023315429688,0.3035675883293152,386.2804260253906,635.9414672851562,0.07341000437736511,350.6603088378906,572.0208129882812,0.5113199353218079,346.6806335449219,494.8622131347656,0.6692336797714233,322.02197265625,337.3509826660156,0.15008538961410522
186,306.9368591308594,819.5595092773438,0.6927063465118408,307.5777893066406,718.247802734375,0.534994900226593,300.829833984375,630.3428344726562,0.7845947742462158,382.90869140625,627.1373901367188,0.6440801620483398,372.90570068359375,717.5894165039062,0.6369329690933228,368.9552001953125,812.420654296875,0.6106510758399963,308.56121826171875,715.397705078125,0.1252160370349884,247.90428161621094,366.2620544433594,0.12743306159973145,304.21673583984375,413.1583557128906,0.19266512989997864,318.6897888183594,440.72637939453125,0.6828653812408447,362.9968566894531,434.7649230957031,0.6383780241012573,355.6690979003906,310.1639709472656,0.15532749891281128,395.3680725097656,519.2023315429688,0.26973956823349,386.2804260253906,636.5123291015625,0.06322991847991943,351.45916748046875,570.0564575195312,0.5932615399360657,346.6806335449219,494.31268310546875,0.6563636064529419,324.9501647949219,336.59222412109375,0.10700377821922302
187,306.7419128417969,819.51171875,0.7255785465240479,307.5777893066406,718.1517333984375,0.5443817973136902,303.2119140625,630.1106567382812,0.7608631253242493,383.067626953125,626.7882690429688,0.6810817718505859,373.69293212890625,717.4317016601562,0.5150513052940369,369.2162170410156,811.9489135742188,0.6441019773483276,309.72125244140625,715.397705078125,0.16620272397994995,247.31814575195312,366.2620544433594,0.1752665638923645,304.69696044921875,416.99737548828125,0.27290064096450806,319.54791259765625,440.55853271484375,0.7165372371673584,363.9713134765625,435.1520080566406,0.6175895929336548,355.6690979003906,310.1639709472656,0.1392495334148407,396.9698791503906,519.2023315429688,0.22268030047416687,388.04693603515625,636.5123291015625,0.0775318443775177,354.28948974609375,569.93994140625,0.6247492432594299,347.2572326660156,494.31268310546875,0.6363977193832397,325.5329284667969,336.59222412109375,0.09304264187812805
188,306.7419128417969,819.490234375,0.7202651500701904,307.5777893066406,718.02392578125,0.598154604434967,304.8578796386719,629.9608764648438,0.7696438431739807,384.88470458984375,626.7882690429688,0.7135114669799805,373.7877197265625,717.4317016601562,0.4620007872581482,370.3734436035156,810.933349609375,0.614980161190033,309.869384765625,715.3533935546875,0.15732738375663757,244.7742462158203,366.2620544433594,0.27683836221694946,304.7618408203125,418.1617126464844,0.3653419017791748,319.54791259765625,440.55853271484375,0.7367132306098938,367.6217041015625,437.5798645019531,0.5893592238426208,355.2685546875,309.5932922363281,0.12488749623298645,399.41864013671875,499.57977294921875,0.24796080589294434,388.4034423828125,636.5123291015625,0.06267663836479187,354.4569396972656,569.442626953125,0.6173316240310669,347.53167724609375,494.31268310546875,0.6279662847518921,325.81854248046875,336.59222412109375,0.08571067452430725
189,306.7419128417969,819.490234375,0.7441166639328003,307.4925231933594,716.444091796875,0.607437252998352,305.1553955078125,629.6036987304688,0.7580163478851318,385.193115234375,626.7882690429688,0.7033467292785645,375.0417785644531,717.3828125,0.45797690749168396,370.5009765625,810.933349609375,0.6496150493621826,310.14447021484375,715.3533935546875,0.12096735835075378,243.95730590820312,382.56683349609375,0.2700255811214447,304.8078918457031,418.1724548339844,0.3520539402961731,319.54791259765625,440.55853271484375,0.581704318523407,368.8594970703125,438.4879455566406,0.6221979260444641,355.0584716796875,309.4319152832031,0.1019657552242279,400.5565490722656,499.57977294921875,0.2540704309940338,388.4034423828125,636.74072265625,0.10530129075050354,355.1357727050781,569.406005859375,0.6229745149612427,350.0805969238281,498.7534484863281,0.6209664940834045,325.81854248046875,336.59222412109375,0.05501812696456909
190,306.9791564941406,819.490234375,0.7244664430618286,307.3287353515625,716.444091796875,0.584526777267456,305.6802673339844,629.1505737304688,0.7146062254905701,385.193115234375,626.9255981445312,0.7568172216415405,377.7984619140625,717.4317016601562,0.46638500690460205,370.99298095703125,810.8512573242188,0.6510175466537476,310.16851806640625,715.3533935546875,0.14022868871688843,243.95730590820312,401.11328125,0.1913074553012848,304.7618408203125,421.59136962890625,0.22994041442871094,319.7983093261719,442.238037109375,0.4439765512943268,369.5630187988281,438.8806457519531,0.6225459575653076,354.93109130859375,308.9815979003906,0.08708783984184265,400.72796630859375,494.0746765136719,0.29557856917381287,388.1889343261719,636.8098754882812,0.08297044038772583,356.0057067871094,569.0595092773438,0.6191411018371582,350.33538818359375,499.30474853515625,0.672961950302124,325.81854248046875,336.59222412109375,0.06985834240913391
191,307.2688903808594,818.909423828125,0.7255680561065674,307.3000793457031,716.38330078125,0.5427196621894836,306.39013671875,627.6077270507812,0.7852381467819214,385.193115234375,628.0787963867188,0.726982831954956,377.7984619140625,717.4656372070312,0.5457154512405396,371.09564208984375,810.689208984375,0.6358880400657654,310.16851806640625,715.3533935546875,0.14404013752937317,243.95730590820312,416.4779968261719,0.15479910373687744,304.7618408203125,426.3369140625,0.19858142733573914,321.06304931640625,444.34161376953125,0.5080375671386719,369.5630187988281,438.9029846191406,0.5910242795944214,354.93109130859375,309.4319152832031,0.07205677032470703,401.91552734375,494.0746765136719,0.3375626504421234,388.1889343261719,637.6051025390625,0.09011492133140564,356.178955078125,569.0595092773438,0.5998159646987915,350.33538818359375,499.64337158203125,0.6374916434288025,324.3213195800781,334.6609802246094,0.2529142498970032
